Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
819,2025-05-04 21:42:00,Afternoon,Wheel Loader,WLD004,9.6,OP1039,30,5.4,SITE03,"Vellore, TN",15.61974,79.19402,Digging,2025-05-04 21:42:00,2025-05-04 22:51:42,69.7,Cloudy,30.9,Good,Rocky,4118.7,3.97,3.42,11,1364.6,267.1,31,2.6,90.2,2565.7,1,2,Unfastened,No,No,0,97.7,No
820,2025-05-04 21:53:00,Afternoon,Excavator,EXC003,1.7,OP1017,30,12.4,SITE08,"Vizag, AP",8.70821,75.65868,Leveling,2025-05-04 21:53:00,2025-05-04 22:17:54,24.9,Rain,26,Moderate,Flat,3288.7,6.34,15.28,9,1910.4,459.1,3,2.83,97.9,2475.4,0,0,Fastened,No,No,0,100,No
821,2025-05-05 05:45:00,Night,Excavator,EXC005,7.7,OP1001,57,17.1,SITE02,"Coimbatore, TN",14.77399,81.95241,Digging,2025-05-05 05:45:00,2025-05-05 06:24:36,39.6,Extreme Heat,42.4,Good,Uneven,1782.4,4.71,7.14,8,1827.8,516.1,8,2.96,85.4,2234.6,0,0,Unfastened,No,No,2,100,No
822,2025-05-05 10:57:00,Morning,Excavator,EXC005,0.8,OP1028,46,1.4,SITE03,"Vellore, TN",15.60879,79.19451,Digging,2025-05-05 10:57:00,2025-05-05 11:49:06,52.1,Rain,24.7,Moderate,Muddy,1993.1,7.57,8.72,9,1455.3,456,30,1.7,89.5,2298.9,0,1,Unfastened,No,No,0,95.8,No
823,2025-05-05 15:41:00,Afternoon,Backhoe Loader,BHL002,3.1,OP1030,48,15.2,SITE02,"Coimbatore, TN",14.77529,81.95022,Demolition,2025-05-05 15:41:00,2025-05-05 16:22:48,41.8,Clear,34.4,Good,Rocky,1623.5,2.57,3.69,14,2196.9,288.4,29,1.03,95.9,2026.7,0,1,Fastened,No,No,0,100,No
824,2025-05-07 21:22:00,Afternoon,Excavator,EXC002,1,OP1031,31,16.5,SITE06,"Pune, MH",10.58291,77.30959,Demolition,2025-05-07 21:22:00,2025-05-07 21:57:48,35.8,Rain,26.5,Moderate,Flat,3796.8,5.67,9.5,6,1919.1,359.4,11,3.25,87.1,2464.9,1,0,Fastened,No,No,1,100,No
825,2025-05-08 04:26:00,Night,Excavator,EXC005,7.9,OP1001,57,17.1,SITE05,"Hyderabad, TS",8.36604,77.66838,Digging,2025-05-08 04:26:00,2025-05-08 04:52:48,26.8,Fog,17.8,Poor,Flat,4218.4,5.43,12.16,12,1150.4,380.1,41,4.42,99.4,2385.5,0,2,Unfastened,No,Yes,3,76.5,Yes
826,2025-05-08 09:00:00,Morning,Bulldozer,BDZ001,3.7,OP1004,53,15.5,SITE03,"Vellore, TN",15.61064,79.2012,Loading,2025-05-08 09:00:00,2025-05-08 09:30:18,30.3,Cloudy,24.7,Good,Muddy,2243.8,2.8,5.54,14,1632.5,392.2,15,2.99,99.1,2674.8,1,0,Fastened,No,No,0,100,No
827,2025-05-08 12:19:00,Morning,Wheel Loader,WLD001,10.1,OP1001,57,17.1,SITE05,"Hyderabad, TS",8.36704,77.6701,Material Transport,2025-05-08 12:19:00,2025-05-08 12:43:06,24.1,Clear,29.8,Good,Flat,4204.9,5.15,12.82,9,2179.1,366.5,14,4.07,96.1,2279.9,0,0,Fastened,No,No,0,100,No
828,2025-05-08 15:12:00,Afternoon,Motor Grader,MGR002,11.9,OP1034,38,8.5,SITE02,"Coimbatore, TN",14.79013,81.94936,Digging,2025-05-08 15:12:00,2025-05-08 16:11:30,59.5,Clear,24.6,Good,Sloped,2902,1.8,1.82,12,2174.4,226,18,3.74,92.9,2386.3,0,0,Fastened,No,No,0,100,No
829,2025-05-08 17:28:00,Afternoon,Excavator,EXC001,13.8,OP1035,40,10.6,SITE05,"Hyderabad, TS",8.3619,77.66766,Loading,2025-05-08 17:28:00,2025-05-08 18:06:24,38.4,Clear,31.7,Good,Flat,4535.9,9.96,15.56,14,1564.5,514.6,6,3.76,83.5,2536.5,1,0,Fastened,No,No,1,100,No
830,2025-05-08 21:37:00,Afternoon,Bulldozer,BDZ002,9.8,OP1012,52,20.4,SITE08,"Vizag, AP",8.70542,75.6502,Trenching,2025-05-08 21:37:00,2025-05-08 22:13:24,36.4,Cloudy,29,Good,Uneven,2084.4,5.46,9,14,668.4,438.9,19,3.03,88.1,2492.3,1,0,Fastened,No,No,0,100,No
831,2025-05-08 22:51:00,Night,Motor Grader,MGR002,7.2,OP1034,38,8.5,SITE05,"Hyderabad, TS",8.37543,77.66869,Demolition,2025-05-08 22:51:00,2025-05-08 23:34:48,43.8,Extreme Heat,38.9,Good,Sloped,4520.6,7.22,9.89,12,1621.1,278,15,2.53,91,2628,0,1,Fastened,No,No,0,100,No
832,2025-05-09 00:40:00,Night,Excavator,EXC005,9.5,OP1018,47,1.9,SITE08,"Vizag, AP",8.70248,75.66567,Loading,2025-05-09 00:40:00,2025-05-09 01:16:24,36.4,Cloudy,24,Good,Flat,2890.8,4.44,7.32,12,1642.6,237.7,23,2.88,81.6,2217.6,0,1,Fastened,Yes,No,0,100,No
833,2025-05-09 03:08:00,Night,Wheel Loader,WLD002,9.7,OP1021,53,16.8,SITE04,"Bengaluru, KA",14.70119,75.94786,Grading,2025-05-09 03:08:00,2025-05-09 03:57:12,49.2,Cloudy,27,Good,Rocky,3954.3,5.41,6.6,7,1101.7,117.6,21,2.38,96.4,2477.3,1,0,Fastened,Yes,No,0,97.9,No
834,2025-05-09 09:20:00,Morning,Wheel Loader,WLD002,2,OP1038,26,10.7,SITE03,"Vellore, TN",15.61826,79.1877,Material Transport,2025-05-09 09:20:00,2025-05-09 10:51:06,91.1,Clear,31.7,Good,Muddy,3201.2,4.31,2.84,8,2298.4,322.5,38,2.61,94.6,2449.3,0,0,Fastened,No,No,0,75.6,Yes
835,2025-05-09 09:26:00,Morning,Bulldozer,BDZ003,4.3,OP1026,51,4.7,SITE06,"Pune, MH",10.57186,77.30189,Grading,2025-05-09 09:26:00,2025-05-09 10:14:54,48.9,Extreme Heat,38,Good,Flat,3175.6,4.7,5.77,5,2386.2,550.5,21,1.74,104.1,2684.4,1,2,Fastened,No,No,0,95.5,No
836,2025-05-09 14:43:00,Afternoon,Wheel Loader,WLD001,9.7,OP1004,53,15.5,SITE05,"Hyderabad, TS",8.36815,77.67614,Grading,2025-05-09 14:43:00,2025-05-09 15:13:06,30.1,Rain,24.4,Moderate,Muddy,1899.7,5.07,10.11,9,1617.5,592.2,39,3.96,80.6,2022.5,1,0,Fastened,No,No,0,91.3,No
837,2025-05-09 17:34:00,Afternoon,Motor Grader,MGR001,12.8,OP1032,51,21.3,SITE08,"Vizag, AP",8.69805,75.66097,Grading,2025-05-09 17:34:00,2025-05-09 18:12:30,38.5,Rain,21.1,Moderate,Sloped,2598.3,5.13,7.99,9,1984.2,464.5,32,2.77,99.8,2288.7,0,0,Fastened,No,No,0,94.8,No
838,2025-05-10 00:54:00,Night,Excavator,EXC002,13.6,OP1003,27,19,SITE05,"Hyderabad, TS",8.36027,77.68097,Grading,2025-05-10 00:54:00,2025-05-10 01:52:06,58.1,Clear,29.7,Good,Flat,3547,4.46,4.61,17,2142.1,212.1,17,4.68,103.5,2311.9,0,1,Fastened,No,No,2,100,No
839,2025-05-10 04:37:00,Night,Excavator,EXC005,7.8,OP1026,51,4.7,SITE04,"Bengaluru, KA",14.70677,75.9564,Demolition,2025-05-10 04:37:00,2025-05-10 05:26:06,49.1,Rain,24.7,Moderate,Rocky,1502.4,6.1,7.45,11,1464.7,617.6,44,4.11,83.3,2233.4,0,0,Fastened,No,No,0,91.2,No
840,2025-05-10 07:44:00,Morning,Backhoe Loader,BHL002,7,OP1021,53,16.8,SITE07,"Nagpur, MH",18.24245,75.04961,Grading,2025-05-10 07:44:00,2025-05-10 08:33:54,49.9,Clear,24.9,Good,Flat,1881.8,4.28,5.15,7,1538.5,452.7,23,1.71,94,2408.2,1,0,Fastened,No,No,0,96.9,No
841,2025-05-10 08:11:00,Morning,Excavator,EXC003,11.9,OP1038,26,10.7,SITE02,"Coimbatore, TN",14.78527,81.95282,Trenching,2025-05-10 08:11:00,2025-05-10 08:51:36,40.6,Dust Storm,33.7,Poor,Uneven,2301.3,4.7,6.95,7,985.6,166.6,93,2.77,86.2,2590.5,0,0,Fastened,No,No,0,46.9,Yes
842,2025-05-10 10:25:00,Morning,Backhoe Loader,BHL001,8.9,OP1012,52,20.4,SITE08,"Vizag, AP",8.69021,75.65066,Demolition,2025-05-10 10:25:00,2025-05-10 11:27:18,62.3,Rain,22.2,Moderate,Uneven,3768.8,0.92,0.89,9,2535.5,329,8,3.9,88.7,2206.2,1,1,Fastened,No,No,1,100,No
843,2025-05-10 12:46:00,Morning,Excavator,EXC005,6.7,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.78185,81.95163,Trenching,2025-05-10 12:46:00,2025-05-10 13:29:48,43.8,Clear,29.3,Good,Sloped,2756.1,4.78,6.55,8,1540.3,54.5,12,3.53,92.2,2482.5,1,3,Unfastened,No,No,3,100,No
844,2025-05-10 19:08:00,Afternoon,Excavator,EXC003,8.6,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.77506,81.94564,Leveling,2025-05-10 19:08:00,2025-05-10 20:10:30,62.5,Cloudy,26.7,Good,Uneven,4848.7,4.34,4.17,13,2235,599.5,82,3.72,94.5,2473.1,0,1,Fastened,No,No,0,74.6,No
845,2025-05-10 23:09:00,Night,Motor Grader,MGR001,14.3,OP1025,52,17.2,SITE05,"Hyderabad, TS",8.36471,77.66815,Loading,2025-05-10 23:09:00,2025-05-10 23:54:36,45.6,Cloudy,23.8,Good,Flat,4737.4,1.4,1.84,13,2416.1,341.7,10,1.31,89.6,2260.1,2,0,Fastened,No,Yes,9,100,No
846,2025-05-10 23:58:00,Night,Motor Grader,MGR002,12.7,OP1001,57,17.1,SITE02,"Coimbatore, TN",14.77879,81.93654,Material Transport,2025-05-10 23:58:00,2025-05-11 00:24:12,26.2,Clear,34.8,Good,Sloped,3743.8,2.78,6.37,6,1560.3,354.3,30,3.24,91.5,2196.5,0,0,Fastened,No,No,0,92.2,No
847,2025-05-11 09:29:00,Morning,Excavator,EXC004,9.7,OP1011,37,8.5,SITE05,"Hyderabad, TS",8.36919,77.68223,Grading,2025-05-11 09:29:00,2025-05-11 10:29:24,60.4,Clear,28,Good,Uneven,2494.2,1.83,1.82,15,1762.2,233.8,8,4.53,98,2495.9,1,1,Fastened,No,No,0,100,No
848,2025-05-11 10:59:00,Morning,Bulldozer,BDZ002,12.8,OP1018,47,1.9,SITE03,"Vellore, TN",15.60788,79.20125,Digging,2025-05-11 10:59:00,2025-05-11 11:43:12,44.2,Clear,27.7,Good,Rocky,2922.8,4.93,6.69,6,1597.5,399.6,5,3.16,90.1,2269.9,1,0,Fastened,No,No,0,100,No
849,2025-05-11 11:04:00,Morning,Excavator,EXC002,6.8,OP1034,38,8.5,SITE08,"Vizag, AP",8.70246,75.66591,Leveling,2025-05-11 11:04:00,2025-05-11 11:43:24,39.4,Clear,32.7,Good,Muddy,1997.2,5.23,7.96,10,2362,159.3,22,3.52,103.3,2575.8,0,1,Fastened,No,No,0,100,No
850,2025-05-11 14:20:00,Afternoon,Backhoe Loader,BHL002,9.6,OP1003,27,19,SITE06,"Pune, MH",10.57223,77.31091,Grading,2025-05-11 14:20:00,2025-05-11 14:56:48,36.8,Fog,19.7,Poor,Sloped,1582.5,4.71,7.68,8,980.5,275.6,1,3.73,92.9,2383.6,1,0,Fastened,No,No,0,100,No
851,2025-05-11 16:35:00,Afternoon,Excavator,EXC005,14.2,OP1028,46,1.4,SITE07,"Nagpur, MH",18.24773,75.03718,Loading,2025-05-11 16:35:00,2025-05-11 17:10:24,35.4,Clear,29.3,Good,Flat,4530.9,5.09,8.63,12,3052,280.3,10,3.81,88.5,2297.8,0,1,Fastened,No,No,2,100,No
852,2025-05-11 19:52:00,Afternoon,Bulldozer,BDZ003,2.1,OP1038,26,10.7,SITE05,"Hyderabad, TS",8.36493,77.66989,Material Transport,2025-05-11 19:52:00,2025-05-11 20:43:36,51.6,Dust Storm,36.6,Poor,Uneven,4146.9,3.02,3.51,9,1014.7,281.3,23,2.81,92.6,2628.3,2,0,Fastened,No,No,3,96.9,No
853,2025-05-11 21:56:00,Afternoon,Excavator,EXC005,13.2,OP1034,38,8.5,SITE04,"Bengaluru, KA",14.7109,75.95323,Leveling,2025-05-11 21:56:00,2025-05-11 23:10:24,74.4,Cloudy,25.4,Good,Flat,2308.6,3.99,3.22,13,3407.5,505.7,1,3.55,100.7,2619.5,1,0,Fastened,No,No,0,100,No
854,2025-05-12 01:34:00,Night,Excavator,EXC001,11.3,OP1006,48,21.5,SITE07,"Nagpur, MH",18.24284,75.03388,Digging,2025-05-12 01:34:00,2025-05-12 02:45:36,71.6,Rain,21.1,Moderate,Sloped,1657.1,6.25,5.24,6,2701.2,443.2,20,3.56,99.3,2795.7,2,0,Fastened,No,No,2,95.6,No
855,2025-05-12 04:23:00,Night,Backhoe Loader,BHL003,6.5,OP1032,51,21.3,SITE08,"Vizag, AP",8.69964,75.66477,Loading,2025-05-12 04:23:00,2025-05-12 05:05:30,42.5,Fog,20.9,Poor,Flat,3805.3,5.39,7.61,10,454.1,478.1,71,2.7,77.8,2432.4,1,1,Fastened,No,No,0,76.5,No
856,2025-05-12 05:27:00,Night,Wheel Loader,WLD002,2.8,OP1039,30,5.4,SITE05,"Hyderabad, TS",8.36716,77.68399,Leveling,2025-05-12 05:27:00,2025-05-12 06:16:42,49.7,Fog,18.6,Poor,Rocky,2637.6,2.03,2.45,6,1463.1,254.9,5,2.06,101,2406.6,1,0,Unfastened,No,No,3,100,No
857,2025-05-12 14:27:00,Afternoon,Excavator,EXC003,2.2,OP1034,38,8.5,SITE06,"Pune, MH",10.56944,77.31599,Grading,2025-05-12 14:27:00,2025-05-12 15:18:48,51.8,Clear,30.1,Good,Uneven,3367.4,6.16,7.14,7,1118.5,433.3,55,4.22,91.8,2381.7,0,1,Fastened,Yes,No,1,80.1,No
858,2025-05-12 19:06:00,Afternoon,Backhoe Loader,BHL003,2.8,OP1006,48,21.5,SITE07,"Nagpur, MH",18.24805,75.03543,Digging,2025-05-12 19:06:00,2025-05-12 19:44:24,38.4,Clear,34.3,Good,Flat,4638.1,3.37,5.27,5,2566.5,104.1,2,3.79,104.7,2755.7,0,1,Fastened,Yes,Yes,6,100,No
859,2025-05-12 21:37:00,Afternoon,Motor Grader,MGR001,7.9,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.71673,75.95734,Digging,2025-05-12 21:37:00,2025-05-12 22:30:36,53.6,Clear,29.5,Good,Flat,1745.3,3.34,3.74,11,2022,234.2,5,2.93,87.9,2569.8,0,0,Unfastened,No,No,0,95.7,Yes
860,2025-05-12 22:46:00,Night,Excavator,EXC002,10.8,OP1002,38,9.9,SITE04,"Bengaluru, KA",14.71027,75.94594,Trenching,2025-05-12 22:46:00,2025-05-12 23:28:48,42.8,Cloudy,23.8,Good,Flat,2661.1,5.65,7.92,17,2677.6,212.7,2,2.22,100.6,2515.7,0,0,Fastened,Yes,No,0,100,No
861,2025-05-13 00:09:00,Night,Wheel Loader,WLD002,9.5,OP1037,22,3.3,SITE02,"Coimbatore, TN",14.77459,81.94207,Trenching,2025-05-13 00:09:00,2025-05-13 01:14:42,65.7,Cloudy,24.7,Good,Flat,2976.1,4.16,3.8,7,1461,497.3,16,4.98,91.7,2262.4,1,1,Fastened,No,No,3,98,No
862,2025-05-13 01:37:00,Night,Wheel Loader,WLD002,13.2,OP1017,30,12.4,SITE03,"Vellore, TN",15.61535,79.19154,Grading,2025-05-13 01:37:00,2025-05-13 02:02:06,25.1,Cloudy,27.8,Good,Rocky,4827.3,3.95,9.44,10,2144.2,315.9,12,3.09,88.7,2616,2,1,Fastened,No,Yes,7,100,No
863,2025-05-13 05:03:00,Night,Backhoe Loader,BHL001,9.9,OP1030,48,15.2,SITE08,"Vizag, AP",8.70712,75.66243,Loading,2025-05-13 05:03:00,2025-05-13 05:34:30,31.5,Extreme Heat,38.7,Good,Uneven,1785.6,4.5,8.57,11,1601.3,281.5,20,1.88,92.8,2201.5,2,0,Fastened,No,No,0,100,No
864,2025-05-13 13:02:00,Morning,Backhoe Loader,BHL003,2.1,OP1027,51,10.5,SITE06,"Pune, MH",10.57808,77.3025,Grading,2025-05-13 13:02:00,2025-05-13 13:54:48,52.8,Clear,28.2,Good,Flat,3192.4,6.47,7.35,11,1588.3,21.3,7,2.22,82.6,2370.2,0,0,Fastened,No,No,0,100,No
865,2025-05-13 21:41:00,Afternoon,Excavator,EXC001,9.2,OP1032,51,21.3,SITE06,"Pune, MH",10.58011,77.32042,Digging,2025-05-13 21:41:00,2025-05-13 22:04:18,23.3,Clear,31.4,Good,Muddy,1851.7,1.11,2.86,5,1325.2,0,60,2.21,97.2,2254.3,1,1,Fastened,No,No,0,76,No
866,2025-05-14 00:47:00,Night,Wheel Loader,WLD003,8.8,OP1033,42,7.5,SITE02,"Coimbatore, TN",14.78426,81.95459,Grading,2025-05-14 00:47:00,2025-05-14 01:02:48,15.8,Clear,25.7,Good,Muddy,2554.1,4.83,18.34,14,2669.2,30.5,35,3.4,93,2216.9,0,0,Fastened,No,No,0,99.3,No
867,2025-05-14 03:03:00,Night,Motor Grader,MGR002,1.7,OP1036,43,4.6,SITE06,"Pune, MH",10.5674,77.31426,Loading,2025-05-14 03:03:00,2025-05-14 03:36:30,33.5,Clear,26,Good,Rocky,2593.4,6.45,11.55,8,2751.6,198.8,21,4.85,102,2678.4,1,1,Fastened,No,No,1,98.3,No
868,2025-05-14 06:30:00,Morning,Excavator,EXC005,1.2,OP1033,42,7.5,SITE01,"Chennai, TN",16.0235,78.12236,Grading,2025-05-14 06:30:00,2025-05-14 07:24:30,54.5,Clear,28.8,Good,Flat,4715,1.51,1.66,7,2166.6,449.5,9,4.13,86.7,2680.8,0,0,Fastened,No,No,0,100,No
869,2025-05-14 07:29:00,Morning,Backhoe Loader,BHL002,0.7,OP1013,53,14.3,SITE06,"Pune, MH",10.57856,77.3033,Trenching,2025-05-14 07:29:00,2025-05-14 08:12:36,43.6,Cloudy,31.6,Good,Muddy,4469.7,0.3,0.41,11,113.5,389.9,42,3.23,86.6,2447.3,0,0,Unfastened,No,No,1,91.4,No
870,2025-05-14 14:15:00,Afternoon,Excavator,EXC004,14.4,OP1017,30,12.4,SITE05,"Hyderabad, TS",8.36301,77.6735,Digging,2025-05-14 14:15:00,2025-05-14 15:03:18,48.3,Rain,26.1,Moderate,Rocky,4733.4,3.22,4,7,2498.8,147.1,15,3.05,87.9,2705.2,1,1,Fastened,No,Yes,3,98.5,No
871,2025-05-14 15:51:00,Afternoon,Bulldozer,BDZ002,0.5,OP1007,24,16.9,SITE07,"Nagpur, MH",18.2455,75.03903,Leveling,2025-05-14 15:51:00,2025-05-14 16:42:18,51.3,Rain,24.2,Moderate,Rocky,1688.5,4.73,5.53,4,2245.7,444.8,1,5.28,91.9,2165.6,2,0,Fastened,No,Yes,0,100,No
872,2025-05-14 16:16:00,Afternoon,Excavator,EXC003,12.2,OP1015,56,10,SITE05,"Hyderabad, TS",8.37072,77.68165,Digging,2025-05-14 16:16:00,2025-05-14 16:51:24,35.4,Clear,34.7,Good,Flat,4862.5,4.52,7.66,13,845.3,516,5,2.14,79.1,2220.6,0,1,Fastened,No,No,1,100,No
873,2025-05-14 18:43:00,Afternoon,Excavator,EXC005,4.7,OP1029,39,3.8,SITE06,"Pune, MH",10.5723,77.30869,Demolition,2025-05-14 18:43:00,2025-05-14 19:07:24,24.4,Fog,16.9,Poor,Rocky,4781.1,6.2,15.25,8,1699.4,159.8,2,3.9,91.5,2502.1,1,0,Fastened,No,No,0,100,No
874,2025-05-14 20:24:00,Afternoon,Motor Grader,MGR001,13.4,OP1020,26,14.1,SITE05,"Hyderabad, TS",8.36623,77.68385,Material Transport,2025-05-14 20:24:00,2025-05-14 21:12:30,48.5,Cloudy,24.7,Good,Sloped,4293.7,2.17,2.68,11,1781.2,327.6,10,3.27,97.3,2428.2,0,0,Fastened,Yes,No,0,100,No
875,2025-05-15 00:51:00,Night,Bulldozer,BDZ002,5,OP1038,26,10.7,SITE03,"Vellore, TN",15.6141,79.19626,Grading,2025-05-15 00:51:00,2025-05-15 01:10:36,19.6,Clear,30.2,Good,Rocky,4102.9,6.78,20.76,8,1544.8,520.8,16,3.99,93.6,2595.5,1,1,Fastened,No,No,7,96,No
876,2025-05-15 00:52:00,Night,Wheel Loader,WLD001,0.7,OP1038,26,10.7,SITE02,"Coimbatore, TN",14.77526,81.95162,Loading,2025-05-15 00:52:00,2025-05-15 02:02:18,70.3,Clear,31.2,Good,Uneven,2003.6,4.14,3.53,10,1509.5,430.7,17,3.47,93.1,2211.4,0,1,Unfastened,Yes,No,0,100,No
877,2025-05-15 01:47:00,Night,Backhoe Loader,BHL002,6.7,OP1026,51,4.7,SITE05,"Hyderabad, TS",8.36275,77.68362,Digging,2025-05-15 01:47:00,2025-05-15 02:27:12,40.2,Clear,24.7,Good,Uneven,1659.5,1.35,2.01,4,1677.4,494.8,1,3.43,93.2,2271.5,1,0,Fastened,No,No,1,100,No
878,2025-05-15 04:54:00,Night,Excavator,EXC003,10,OP1020,26,14.1,SITE02,"Coimbatore, TN",14.77568,81.95258,Material Transport,2025-05-15 04:54:00,2025-05-15 05:37:12,43.2,Clear,25.8,Good,Rocky,1621.9,7.86,10.92,10,1802.3,49.8,45,2.78,98.1,2676.6,1,0,Fastened,No,No,0,89.5,No
879,2025-05-15 08:21:00,Morning,Wheel Loader,WLD001,7.4,OP1033,42,7.5,SITE06,"Pune, MH",10.57454,77.31639,Leveling,2025-05-15 08:21:00,2025-05-15 08:55:54,34.9,Clear,24.2,Good,Muddy,4836.8,5.05,8.68,9,2043.9,0,12,2.15,93.7,2546.6,1,0,Unfastened,No,No,0,89.8,Yes
880,2025-05-15 14:17:00,Afternoon,Backhoe Loader,BHL001,1.7,OP1017,30,12.4,SITE06,"Pune, MH",10.57843,77.30565,Demolition,2025-05-15 14:17:00,2025-05-15 14:35:06,18.1,Fog,19.1,Poor,Rocky,2156.6,2.93,9.71,12,2800.7,397.9,4,1.34,91.9,2251.5,1,0,Fastened,No,No,1,100,No
881,2025-05-15 21:12:00,Afternoon,Excavator,EXC005,13.9,OP1033,42,7.5,SITE06,"Pune, MH",10.58439,77.31516,Material Transport,2025-05-15 21:12:00,2025-05-15 21:52:12,40.2,Clear,24.4,Good,Flat,4312.7,2.13,3.18,9,1659.6,215,46,2.66,90.3,2318.2,1,0,Fastened,No,No,1,87,No
882,2025-05-16 03:59:00,Night,Wheel Loader,WLD002,1.7,OP1013,53,14.3,SITE06,"Pune, MH",10.57606,77.30583,Leveling,2025-05-16 03:59:00,2025-05-16 04:27:00,28,Clear,25.3,Good,Rocky,1906.8,4.31,9.24,16,736.7,430.1,64,1.79,89.6,2473.7,1,0,Unfastened,No,No,1,86.4,No
883,2025-05-16 05:02:00,Night,Excavator,EXC001,13.7,OP1002,38,9.9,SITE04,"Bengaluru, KA",14.71231,75.9553,Demolition,2025-05-16 05:02:00,2025-05-16 06:17:12,75.2,Cloudy,26.3,Good,Muddy,1965.3,5.21,4.16,16,1307,323.1,0,4.41,84.5,2928.2,0,1,Fastened,No,No,0,100,No
884,2025-05-16 05:57:00,Night,Backhoe Loader,BHL001,4.8,OP1017,30,12.4,SITE04,"Bengaluru, KA",14.71968,75.94836,Material Transport,2025-05-16 05:57:00,2025-05-16 06:25:54,28.9,Extreme Heat,40.8,Good,Uneven,4139.4,7.25,15.05,10,1230.6,354.2,9,3.05,95.5,2499.4,1,0,Fastened,No,No,0,100,No
885,2025-05-16 09:11:00,Morning,Bulldozer,BDZ001,14.7,OP1009,50,3.3,SITE06,"Pune, MH",10.57413,77.30236,Digging,2025-05-16 09:11:00,2025-05-16 09:48:24,37.4,Clear,28.3,Good,Flat,3317.2,2.39,3.83,11,1759,430.4,68,3.88,83.9,2790.3,2,0,Fastened,No,No,2,62.6,Yes
886,2025-05-16 09:23:00,Morning,Backhoe Loader,BHL001,5.6,OP1028,46,1.4,SITE03,"Vellore, TN",15.60887,79.20224,Demolition,2025-05-16 09:23:00,2025-05-16 09:39:54,16.9,Extreme Heat,38.7,Good,Muddy,4269.7,4.51,16.01,14,1072.7,326.9,2,3.98,99.6,2537.1,1,2,Fastened,No,No,2,100,No
887,2025-05-16 12:17:00,Morning,Backhoe Loader,BHL003,11.2,OP1023,52,21.4,SITE04,"Bengaluru, KA",14.71763,75.94926,Digging,2025-05-16 12:17:00,2025-05-16 13:10:30,53.5,Clear,31.2,Good,Rocky,2888.4,2.1,2.36,13,1504.7,389.9,20,3.91,88.7,2549.7,0,0,Fastened,No,No,0,100,No
888,2025-05-16 12:39:00,Morning,Wheel Loader,WLD001,1.9,OP1011,37,8.5,SITE06,"Pune, MH",10.57605,77.31945,Material Transport,2025-05-16 12:39:00,2025-05-16 13:03:48,24.8,Cloudy,29.5,Good,Rocky,4297.5,3.86,9.34,7,1443.2,365.1,30,2.34,96.2,2509,1,0,Fastened,No,No,0,93.4,No
889,2025-05-16 15:27:00,Afternoon,Motor Grader,MGR001,8.8,OP1009,50,3.3,SITE08,"Vizag, AP",8.69342,75.66228,Leveling,2025-05-16 15:27:00,2025-05-16 15:50:54,23.9,Fog,16.9,Poor,Uneven,1875.1,4,10.04,17,1652,57.4,4,3.16,92.6,2612.8,0,1,Fastened,No,No,4,100,No
890,2025-05-17 05:26:00,Night,Wheel Loader,WLD003,11.8,OP1011,37,8.5,SITE04,"Bengaluru, KA",14.70738,75.95172,Trenching,2025-05-17 05:26:00,2025-05-17 05:31:30,5.5,Cloudy,24.7,Good,Flat,4818.1,3.5,35,8,1769.8,380.6,10,3.52,95.3,2882.4,1,0,Fastened,No,Yes,20,88.6,No
891,2025-05-17 07:24:00,Morning,Bulldozer,BDZ003,2.5,OP1013,53,14.3,SITE07,"Nagpur, MH",18.24556,75.03635,Digging,2025-05-17 07:24:00,2025-05-17 08:30:36,66.6,Clear,32.5,Good,Muddy,1676.9,5.17,4.66,8,2522.2,483.9,22,3.85,97.6,2654.8,1,0,Fastened,No,No,1,97.8,No
892,2025-05-17 11:39:00,Morning,Backhoe Loader,BHL002,12.1,OP1027,51,10.5,SITE06,"Pune, MH",10.56902,77.32067,Demolition,2025-05-17 11:39:00,2025-05-17 12:11:24,32.4,Extreme Heat,39.4,Good,Uneven,4998.8,7.22,13.37,13,1934.5,460.6,5,2.86,80.1,2349.3,1,1,Fastened,No,No,1,100,No
893,2025-05-17 13:20:00,Morning,Excavator,EXC004,9.9,OP1015,56,10,SITE07,"Nagpur, MH",18.23857,75.04138,Leveling,2025-05-17 13:20:00,2025-05-17 13:54:30,34.5,Clear,32.8,Good,Sloped,1801.3,4.18,7.27,10,1408.4,351.4,7,3.2,107.3,2364.7,0,0,Fastened,No,No,1,100,No
